,Player,Pos,Age,Tm_x,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Tm_y,2021-22,2022-23,2023-24,2024-25,2025-26,2026-27,Signed Using,Guaranteed
0,"Achiuwa, Precious",PF,21,MIA,61,4,12.1,2.0,3.7,.544,0.0,0.0,.000,2.0,3.7,.546,.544,0.9,1.8,.509,1.2,2.2,3.4,0.5,0.3,0.5,0.7,1.5,5.0,TOR,2711280.0,2840160.0,4379527.0,0.0,0.0,0.0,1st Round Pick,5551440.0
1,"Adams, Steven",C,27,NOP,58,58,27.7,3.3,5.3,.614,0.0,0.1,.000,3.3,5.3,.620,.614,1.0,2.3,.444,3.7,5.2,8.9,1.9,0.9,0.7,1.3,1.9,7.6,MEM,17073171.0,17926829.0,0.0,0.0,0.0,0.0,1st Round Pick,35000000.0
2,"Adebayo, Bam",C,23,MIA,64,64,33.5,7.1,12.5,.570,0.0,0.1,.250,7.1,12.4,.573,.571,4.4,5.5,.799,2.2,6.7,9.0,5.4,1.2,1.0,2.6,2.3,18.7,MIA,28103550.0,30351834.0,32600118.0,34848402.0,37096686.0,0.0,Bird,163000590.0
3,"Aldridge, LaMarcus",C,35,TOT,26,23,25.9,5.4,11.4,.473,1.2,3.1,.388,4.2,8.3,.505,.525,1.6,1.8,.872,0.7,3.8,4.5,1.9,0.4,1.1,1.0,1.8,13.5,BRK,2641691.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2641691.0
4,"Aldridge, LaMarcus",C,35,SAS,21,18,25.9,5.5,11.8,.464,1.3,3.6,.360,4.2,8.2,.509,.518,1.5,1.8,.838,0.8,3.7,4.5,1.7,0.4,0.9,1.0,1.7,13.7,BRK,2641691.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2641691.0
5,"Aldridge, LaMarcus",C,35,BRK,5,5,26.0,5.0,9.6,.521,0.8,1.0,.800,4.2,8.6,.488,.563,2.0,2.0,1.000,0.4,4.4,4.8,2.6,0.6,2.2,1.4,2.2,12.8,BRK,2641691.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2641691.0
6,"Alexander-Walker, Nickeil",SG,22,NOP,46,13,21.9,4.2,10.0,.419,1.7,4.8,.347,2.5,5.2,.485,.502,1.0,1.4,.727,0.3,2.8,3.1,2.2,1.0,0.5,1.5,1.9,11.0,NOP,3261480.0,5009633.0,0.0,0.0,0.0,0.0,1st Round Pick,8271113.0
7,"Allen, Grayson",SG,25,MEM,50,38,25.2,3.5,8.3,.418,2.1,5.5,.391,1.3,2.8,.471,.547,1.6,1.8,.868,0.4,2.8,3.2,2.2,0.9,0.2,1.0,1.4,10.6,MIL,4054695.0,9615385.0,10384615.0,0.0,0.0,0.0,1st Round Pick,24054695.0
8,"Allen, Jarrett",C,22,TOT,63,45,29.6,4.7,7.7,.618,0.1,0.3,.316,4.6,7.3,.631,.624,3.2,4.6,.703,3.1,6.9,10.0,1.7,0.5,1.4,1.6,1.5,12.8,CLE,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,0.0,Bird,100000000.0
9,"Allen, Jarrett",C,22,BRK,12,5,26.7,3.7,5.4,.677,0.0,0.0,,3.7,5.4,.677,.677,3.8,5.1,.754,3.2,7.3,10.4,1.7,0.6,1.6,1.8,1.8,11.2,CLE,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,0.0,Bird,100000000.0
10,"Allen, Jarrett",C,22,CLE,51,40,30.3,5.0,8.2,.609,0.1,0.4,.316,4.9,7.8,.623,.616,3.1,4.5,.690,3.1,6.8,9.9,1.7,0.5,1.4,1.5,1.5,13.2,CLE,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,0.0,Bird,100000000.0
11,"Anderson, Kyle",PF,27,MEM,69,69,27.3,4.5,9.5,.468,1.4,3.8,.360,3.1,5.8,.539,.540,2.1,2.7,.783,0.8,5.0,5.7,3.6,1.2,0.8,1.2,1.7,12.4,MEM,9937150.0,0.0,0.0,0.0,0.0,0.0,MLE,9937150.0
12,"Antetokounmpo, Giannis",PF,26,MIL,61,61,33.0,10.3,18.0,.569,1.1,3.6,.303,9.2,14.4,.636,.600,6.5,9.5,.685,1.6,9.4,11.0,5.9,1.2,1.2,3.4,2.8,28.1,MIL,39344970.0,42492568.0,45640165.0,48787763.0,51935360.0,0.0,Bird,176265466.0
13,"Antetokounmpo, Thanasis",SF,28,MIL,57,3,9.7,1.2,2.4,.489,0.1,0.5,.241,1.1,1.9,.556,.515,0.4,0.9,.510,0.9,1.2,2.2,0.8,0.4,0.2,0.8,1.3,2.9,MIL,1729217.0,1878720.0,0.0,0.0,0.0,0.0,Minimum Salary,1729217.0
14,"Anthony, Carmelo",PF,36,POR,69,3,24.5,4.7,11.3,.421,1.9,4.7,.409,2.8,6.6,.429,.506,2.0,2.2,.890,0.5,2.6,3.1,1.5,0.7,0.6,0.9,2.1,13.4,LAL,2641691.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2641691.0
15,"Anthony, Cole",PG,20,ORL,47,34,27.1,4.7,11.7,.397,1.2,3.7,.337,3.4,8.1,.424,.449,2.3,2.8,.832,0.8,3.9,4.7,4.1,0.6,0.4,2.3,2.1,12.9,ORL,3449400.0,3613680.0,5539771.0,0.0,0.0,0.0,1st Round Pick,7063080.0
16,"Anunoby, OG",SF,23,TOR,43,43,33.3,5.8,12.1,.480,2.4,6.1,.398,3.4,6.0,.562,.580,1.9,2.4,.784,1.3,4.3,5.5,2.2,1.5,0.7,1.7,2.7,15.9,TOR,16071429.0,17357143.0,18642857.0,19928571.0,0.0,0.0,Bird,72000000.0
17,"Arcidiacono, Ryan",PG,26,CHI,44,0,10.2,1.1,2.7,.419,0.6,1.5,.373,0.5,1.1,.480,.526,0.3,0.5,.650,0.1,1.4,1.5,1.3,0.2,0.0,0.2,1.1,3.1,NYK,102831.0,0.0,0.0,0.0,0.0,0.0,,205662.0
18,"Arcidiacono, Ryan",PG,26,CHI,44,0,10.2,1.1,2.7,.419,0.6,1.5,.373,0.5,1.1,.480,.526,0.3,0.5,.650,0.1,1.4,1.5,1.3,0.2,0.0,0.2,1.1,3.1,NYK,102831.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,205662.0
19,"Ariza, Trevor",SF,35,MIA,30,27,28.0,3.3,8.0,.411,1.7,4.8,.350,1.6,3.3,.500,.515,1.1,1.5,.773,0.9,3.9,4.8,1.8,1.0,0.6,0.7,1.8,9.4,LAL,2641691.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2641691.0
20,"Augustin, D.J.",PG,33,TOT,57,12,19.8,2.4,6.0,.394,1.5,3.8,.382,0.9,2.2,.413,.515,1.5,1.6,.904,0.4,1.3,1.6,3.3,0.5,0.0,1.1,1.0,7.7,HOU,7000000.0,7333333.0,0.0,0.0,0.0,0.0,MLE,7333333.0
21,"Augustin, D.J.",PG,33,MIL,37,6,19.3,1.9,5.2,.370,1.3,3.5,.380,0.6,1.7,.349,.497,1.0,1.1,.900,0.3,1.1,1.4,3.0,0.5,0.0,0.9,0.9,6.1,HOU,7000000.0,7333333.0,0.0,0.0,0.0,0.0,MLE,7333333.0
22,"Augustin, D.J.",PG,33,HOU,20,6,20.8,3.2,7.6,.424,1.7,4.4,.386,1.5,3.2,.476,.536,2.5,2.7,.907,0.5,1.8,2.2,3.9,0.4,0.0,1.6,1.2,10.6,HOU,7000000.0,7333333.0,0.0,0.0,0.0,0.0,MLE,7333333.0
23,"Avdija, Deni",SF,20,WAS,54,32,23.3,2.4,5.8,.417,1.0,3.1,.315,1.4,2.7,.535,.502,0.5,0.8,.644,0.4,4.4,4.9,1.2,0.6,0.3,0.6,2.6,6.3,WAS,4692840.0,4916160.0,6263188.0,0.0,0.0,0.0,1st Round Pick,9609000.0
24,"Ayton, Deandre",C,22,PHO,69,69,30.7,6.2,10.0,.626,0.1,0.3,.200,6.2,9.7,.639,.629,1.9,2.5,.769,3.3,7.2,10.5,1.4,0.6,1.2,1.5,2.8,14.4,PHO,12632950.0,0.0,0.0,0.0,0.0,0.0,1st Round Pick,12632950.0
25,"Azubuike, Udoka",C,21,UTA,15,0,3.8,0.3,0.6,.444,0.0,0.0,,0.3,0.6,.444,.444,0.5,0.7,.800,0.3,0.6,0.9,0.0,0.1,0.3,0.2,0.6,1.1,UTA,2075880.0,2174880.0,3923484.0,0.0,0.0,0.0,1st Round Pick,4250760.0
26,"III, Bagley, Marvin",PF,21,SAC,43,42,25.9,5.7,11.4,.504,0.9,2.5,.343,4.9,8.9,.550,.542,1.8,3.1,.575,2.5,4.9,7.4,1.0,0.5,0.5,1.4,2.3,14.1,SAC,11312114.0,0.0,0.0,0.0,0.0,0.0,1st Round Pick,11312114.0
27,"Ball, LaMelo",PG,19,CHO,51,31,28.8,5.7,13.2,.436,1.8,5.1,.352,3.9,8.1,.489,.504,2.5,3.2,.758,1.2,4.7,5.9,6.1,1.6,0.4,2.8,2.7,15.7,CHO,8231760.0,8623920.0,10900635.0,0.0,0.0,0.0,1st Round Pick,16855680.0
28,"Ball, Lonzo",PG,23,NOP,55,55,31.8,5.3,12.7,.414,3.1,8.3,.378,2.1,4.5,.482,.537,0.9,1.2,.781,0.6,4.2,4.8,5.7,1.5,0.6,2.2,1.9,14.6,CHI,18604651.0,19534884.0,20465117.0,21395348.0,0.0,0.0,Sign and Trade,58604652.0
29,"Bamba, Mo",C,22,ORL,46,5,15.8,3.1,6.5,.472,0.8,2.6,.322,2.3,4.0,.568,.535,1.0,1.4,.682,1.7,4.1,5.8,0.8,0.3,1.3,0.8,1.9,8.0,ORL,7568742.0,0.0,0.0,0.0,0.0,0.0,1st Round Pick,7568742.0
30,"Bane, Desmond",SG,22,MEM,68,17,22.3,3.4,7.3,.469,1.7,4.0,.432,1.7,3.4,.513,.586,0.6,0.7,.816,0.5,2.6,3.1,1.7,0.6,0.2,0.9,1.8,9.2,MEM,2033160.0,2130240.0,3845083.0,0.0,0.0,0.0,1st Round Pick,4163400.0
31,"Barnes, Harrison",PF,28,SAC,58,58,36.2,5.5,11.1,.497,1.7,4.4,.391,3.8,6.7,.567,.575,3.4,4.1,.830,1.1,5.5,6.6,3.5,0.7,0.2,1.6,1.3,16.1,SAC,20284091.0,18352273.0,0.0,0.0,0.0,0.0,Bird Rights,38636364.0
32,"Barrett, RJ",SG,20,NYK,72,72,34.9,6.5,14.7,.441,1.7,4.3,.401,4.8,10.4,.457,.499,2.9,3.8,.746,0.9,4.8,5.8,3.0,0.7,0.3,1.9,2.6,17.6,NYK,8623920.0,10900635.0,0.0,0.0,0.0,0.0,1st Round Pick,19524555.0
33,"Barton, Will",SF,30,DEN,56,52,31.0,4.6,10.9,.426,1.8,4.6,.381,2.9,6.3,.459,.507,1.7,2.2,.785,0.7,3.3,4.0,3.2,0.9,0.4,1.7,1.7,12.7,DEN,15384615.0,16615385.0,0.0,0.0,0.0,0.0,Bird,32000000.0
34,"Bates-Diop, Keita",SF,25,SAS,30,0,8.2,1.0,2.2,.448,0.2,0.6,.294,0.8,1.7,.500,.485,0.5,0.7,.667,0.3,1.3,1.6,0.4,0.4,0.2,0.2,0.4,2.6,SAS,1729217.0,1878720.0,0.0,0.0,0.0,0.0,Minimum Salary,1729217.0
35,"Batum, Nicolas",SF,32,LAC,67,38,27.4,2.9,6.1,.464,1.6,4.1,.404,1.2,2.1,.579,.597,0.7,0.9,.828,0.7,4.0,4.7,2.2,1.0,0.6,0.8,1.5,8.1,CHO,12213507.0,12372008.0,0.0,0.0,0.0,0.0,,18086956.0
36,"Batum, Nicolas",SF,32,LAC,67,38,27.4,2.9,6.1,.464,1.6,4.1,.404,1.2,2.1,.579,.597,0.7,0.9,.828,0.7,4.0,4.7,2.2,1.0,0.6,0.8,1.5,8.1,LAC,12213507.0,12372008.0,0.0,0.0,0.0,0.0,Non Bird,3170029.0
37,"Bazemore, Kent",SF,31,GSW,67,18,19.9,2.6,5.9,.449,1.1,2.7,.408,1.5,3.1,.486,.545,0.8,1.2,.692,0.4,3.0,3.4,1.6,1.0,0.5,1.2,2.4,7.2,LAL,2401537.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2401537.0
38,"Bazley, Darius",PF,20,OKC,55,55,31.2,5.0,12.5,.396,1.5,5.2,.290,3.5,7.3,.470,.456,2.3,3.2,.702,0.9,6.3,7.2,1.8,0.5,0.5,2.2,1.1,13.7,OKC,2513040.0,4264629.0,0.0,0.0,0.0,0.0,1st Round Pick,6777669.0
39,"Beal, Bradley",SG,27,WAS,60,60,35.8,11.2,23.0,.485,2.2,6.2,.349,9.0,16.8,.535,.532,6.8,7.7,.889,1.2,3.5,4.7,4.4,1.2,0.4,3.1,2.3,31.3,WAS,34502130.0,37262300.0,0.0,0.0,0.0,0.0,Cap Space,34502130.0
40,"Beasley, Malik",SG,24,MIN,37,36,32.8,7.1,16.2,.440,3.5,8.7,.399,3.7,7.5,.487,.547,1.8,2.2,.850,0.8,3.6,4.4,2.4,0.8,0.2,1.6,1.7,19.6,MIN,14391964.0,15458035.0,16524106.0,0.0,0.0,0.0,Bird,29849999.0
41,"Bembry, DeAndre'",SF,26,TOR,51,12,19.1,2.3,4.5,.513,0.3,1.0,.264,2.0,3.4,.589,.544,0.9,1.3,.682,0.6,2.2,2.9,2.1,1.0,0.4,1.4,1.7,5.7,BRK,1939350.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,750000.0
42,"Bertāns, Dāvis",PF,28,WAS,57,7,25.7,3.4,8.4,.404,3.0,7.5,.395,0.4,0.9,.480,.581,1.8,2.0,.870,0.3,2.6,2.9,0.9,0.6,0.2,0.6,2.4,11.5,WAS,16000000.0,16000000.0,17000000.0,16000000.0,0.0,0.0,Bird,60000000.0
43,"Beverley, Patrick",PG,32,LAC,37,34,22.5,2.5,5.9,.423,1.5,3.8,.397,1.0,2.1,.468,.550,1.0,1.2,.800,0.8,2.4,3.2,2.1,0.8,0.8,0.9,2.9,7.5,MIN,14320988.0,0.0,0.0,0.0,0.0,0.0,Bird Rights,14320988.0
44,"Bey, Saddiq",SF,21,DET,70,53,27.3,4.0,9.9,.404,2.5,6.6,.380,1.5,3.3,.450,.530,1.8,2.1,.844,0.6,3.9,4.5,1.4,0.7,0.2,0.9,1.6,12.2,DET,2824320.0,2959080.0,4556983.0,0.0,0.0,0.0,1st Round Pick,5783400.0
45,"Birch, Khem",C,28,TOT,67,22,22.8,2.8,5.7,.497,0.2,0.8,.250,2.6,4.9,.537,.514,1.4,1.9,.705,2.6,3.2,5.8,1.3,0.7,0.7,0.7,1.7,7.2,TOR,6350000.0,6667750.0,6985000.0,0.0,0.0,0.0,MLE,20002750.0
46,"Birch, Khem",C,28,ORL,48,5,19.8,2.0,4.4,.450,0.1,0.4,.190,1.9,3.9,.479,.459,1.3,1.8,.741,2.4,2.6,5.1,1.1,0.7,0.6,0.5,1.4,5.3,TOR,6350000.0,6667750.0,6985000.0,0.0,0.0,0.0,MLE,20002750.0
47,"Birch, Khem",C,28,TOR,19,17,30.4,5.0,9.0,.556,0.5,1.6,.290,4.5,7.4,.614,.582,1.5,2.3,.636,3.0,4.6,7.6,1.9,0.8,1.2,1.1,2.4,11.9,TOR,6350000.0,6667750.0,6985000.0,0.0,0.0,0.0,MLE,20002750.0
48,"Bitadze, Goga",C,21,IND,45,3,12.5,1.8,4.3,.428,0.4,1.8,.253,1.4,2.6,.548,.479,1.0,1.4,.738,1.3,2.0,3.3,0.8,0.2,1.3,0.4,2.1,5.1,IND,3098400.0,4765339.0,0.0,0.0,0.0,0.0,1st Round Pick,7863739.0
49,"Biyombo, Bismack",C,28,CHO,66,36,20.4,2.2,3.7,.587,0.0,0.0,.000,2.2,3.7,.589,.587,0.7,1.6,.448,2.1,3.2,5.3,1.2,0.3,1.1,1.1,2.1,5.0,PHO,1366392.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,1518213.0
50,"Biyombo, Bismack",C,28,CHO,66,36,20.4,2.2,3.7,.587,0.0,0.0,.000,2.2,3.7,.589,.587,0.7,1.6,.448,2.1,3.2,5.3,1.2,0.3,1.1,1.1,2.1,5.0,PHO,1366392.0,0.0,0.0,0.0,0.0,0.0,,1518213.0
51,"Bjelica, Nemanja",PF,32,TOT,37,3,16.1,2.4,5.3,.454,0.7,2.3,.318,1.7,3.0,.559,.523,1.0,1.4,.725,0.8,2.6,3.4,1.9,0.4,0.1,0.9,1.8,6.5,GSW,2089448.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2089448.0
52,"Bjelica, Nemanja",PF,32,SAC,26,1,16.9,2.7,5.8,.460,0.7,2.2,.293,2.0,3.5,.565,.517,1.2,1.6,.762,0.9,2.9,3.8,1.9,0.3,0.1,1.1,1.8,7.2,GSW,2089448.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2089448.0
53,"Bjelica, Nemanja",PF,32,MIA,11,2,14.2,1.8,4.2,.435,0.9,2.5,.370,0.9,1.7,.526,.543,0.5,0.8,.556,0.5,2.0,2.5,1.8,0.6,0.3,0.5,1.8,5.0,GSW,2089448.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2089448.0
54,"Bledsoe, Eric",SG,31,NOP,71,70,29.7,4.3,10.3,.421,1.7,5.0,.341,2.6,5.3,.496,.503,1.9,2.7,.687,0.4,3.0,3.4,3.8,0.8,0.3,1.6,1.6,12.2,LAC,18125000.0,19375000.0,0.0,0.0,0.0,0.0,Bird Rights,22025000.0
55,"Bogdanović, Bogdan",SG,28,ATL,44,27,29.7,6.1,12.8,.473,3.3,7.6,.438,2.8,5.3,.522,.602,0.9,1.0,.909,0.5,3.2,3.6,3.3,1.1,0.3,1.2,2.3,16.4,ATL,18000000.0,18000000.0,18000000.0,0.0,0.0,0.0,Cap Space,36000000.0
56,"Bogdanović, Bojan",SF,31,UTA,72,72,30.8,5.6,12.8,.439,2.5,6.4,.390,3.1,6.4,.487,.536,3.2,3.7,.879,0.6,3.3,3.9,1.9,0.6,0.1,1.8,1.6,17.0,UTA,18700000.0,19550000.0,0.0,0.0,0.0,0.0,Cap Space,38250000.0
57,"Bol, Bol",PF,21,DEN,32,2,5.0,0.8,1.8,.431,0.3,0.8,.375,0.5,1.1,.471,.509,0.3,0.5,.667,0.0,0.8,0.8,0.2,0.1,0.3,0.4,0.4,2.2,BOS,2161152.0,0.0,0.0,0.0,0.0,0.0,MLE,2161152.0
58,"Bonga, Isaac",SF,21,WAS,40,8,10.8,0.8,2.0,.370,0.3,1.2,.277,0.4,0.9,.500,.451,0.1,0.2,.625,0.5,1.2,1.7,0.6,0.3,0.2,0.6,1.6,2.0,TOR,1729217.0,0.0,0.0,0.0,0.0,0.0,,0.0
59,"Booker, Devin",SG,24,PHO,67,67,33.9,9.3,19.2,.484,1.9,5.5,.340,7.4,13.7,.543,.533,5.1,5.9,.867,0.5,3.7,4.2,4.3,0.8,0.2,3.1,2.7,25.6,PHO,31610000.0,33790000.0,35970000.0,0.0,0.0,0.0,1st round pick,101370000.0
60,"Boucher, Chris",C,28,TOR,60,14,24.2,4.8,9.3,.514,1.5,3.9,.383,3.3,5.4,.609,.595,2.5,3.2,.788,2.0,4.8,6.7,1.1,0.6,1.9,0.8,2.8,13.6,TOR,7009615.0,0.0,0.0,0.0,0.0,0.0,Early Bird,7009615.0
61,"Bradley, Avery",SG,30,TOT,27,6,22.3,2.4,6.3,.374,1.2,3.7,.327,1.1,2.6,.443,.471,0.4,0.6,.800,0.3,1.8,2.1,1.7,0.8,0.1,1.0,2.0,6.4,LAL,2641691.0,0.0,0.0,0.0,0.0,0.0,,0.0
62,"Bradley, Avery",SG,30,MIA,10,1,21.1,3.1,6.6,.470,1.6,3.8,.421,1.5,2.8,.536,.591,0.7,0.9,.778,0.2,1.6,1.8,1.4,0.7,0.1,0.9,2.6,8.5,LAL,2641691.0,0.0,0.0,0.0,0.0,0.0,,0.0
63,"Bradley, Avery",SG,30,HOU,17,5,23.0,1.9,6.2,.314,1.0,3.7,.270,0.9,2.5,.381,.395,0.3,0.4,.833,0.4,1.9,2.3,1.9,0.8,0.1,1.1,1.7,5.2,LAL,2641691.0,0.0,0.0,0.0,0.0,0.0,,0.0
64,"Bradley, Tony",C,23,TOT,42,8,16.3,3.1,4.7,.665,0.0,0.1,.000,3.1,4.6,.675,.665,0.9,1.3,.691,2.0,3.7,5.7,0.9,0.4,0.7,0.8,1.5,7.1,CHI,1789256.0,2036318.0,0.0,0.0,0.0,0.0,Minimum Salary,1789256.0
65,"Bradley, Tony",C,23,PHI,20,8,14.4,2.6,3.8,.680,0.0,0.1,.000,2.6,3.7,.689,.680,0.4,0.6,.636,2.0,3.3,5.2,0.9,0.3,0.7,0.3,1.4,5.5,CHI,1789256.0,2036318.0,0.0,0.0,0.0,0.0,Minimum Salary,1789256.0
66,"Bradley, Tony",C,23,OKC,22,0,18.0,3.6,5.5,.656,0.0,0.1,.000,3.6,5.5,.667,.656,1.4,2.0,.705,2.1,4.0,6.1,0.9,0.4,0.8,1.2,1.5,8.7,CHI,1789256.0,2036318.0,0.0,0.0,0.0,0.0,Minimum Salary,1789256.0
67,"Bridges, Mikal",SF,24,PHO,72,72,32.6,5.0,9.3,.543,1.9,4.4,.425,3.2,4.9,.647,.643,1.5,1.8,.840,1.1,3.2,4.3,2.1,1.1,0.9,0.8,1.6,13.5,PHO,5557725.0,20089286.0,21696429.0,23303571.0,24910714.0,0.0,1st Round Pick,95557725.0
68,"Bridges, Miles",PF,22,CHO,66,19,29.3,4.7,9.4,.503,1.8,4.4,.400,3.0,5.0,.593,.596,1.5,1.7,.867,1.2,4.8,6.0,2.2,0.7,0.8,1.6,2.2,12.7,CHO,5421493.0,0.0,0.0,0.0,0.0,0.0,1st Round Pick,5421493.0
69,"Brissett, Oshae",SF,22,IND,21,16,24.7,3.5,7.2,.483,1.6,3.7,.423,1.9,3.5,.548,.593,2.4,3.1,.769,1.4,4.1,5.5,0.9,0.9,1.0,0.5,1.5,10.9,IND,1701593.0,1846738.0,0.0,0.0,0.0,0.0,,0.0
70,"Brogdon, Malcolm",PG,28,IND,56,56,34.5,7.9,17.5,.453,2.6,6.7,.388,5.3,10.8,.493,.527,2.7,3.2,.864,1.0,4.2,5.3,5.9,0.9,0.3,2.1,2.0,21.2,IND,21700000.0,22600000.0,21634615.0,23365385.0,0.0,0.0,Sign and Trade,89300000.0
71,"Brooks, Armoni",SG,22,HOU,20,5,26.0,3.9,9.6,.406,3.0,7.9,.382,0.9,1.8,.514,.563,0.4,0.6,.583,0.5,2.9,3.4,1.5,0.6,0.3,1.1,1.7,11.2,HOU,1489065.0,1752638.0,1902137.0,2057646.0,0.0,0.0,MLE,1489065.0
72,"Brooks, Dillon",SF,25,MEM,67,67,29.8,6.4,15.4,.419,1.9,5.6,.344,4.5,9.8,.461,.481,2.4,2.9,.815,0.8,2.1,2.9,2.3,1.2,0.4,1.8,3.5,17.2,MEM,12200000.0,11400000.0,0.0,0.0,0.0,0.0,MLE,23600000.0
73,"Brown, Bruce",PG,24,BRK,65,37,22.3,3.6,6.5,.556,0.3,0.9,.288,3.4,5.6,.599,.576,1.3,1.8,.735,1.7,3.7,5.4,1.6,0.9,0.4,0.8,2.2,8.8,BRK,4736102.0,0.0,0.0,0.0,0.0,0.0,,4736102.0
74,"Jr., Brown, Charlie",SG,23,OKC,9,1,16.9,1.4,4.8,.302,0.6,2.3,.238,0.9,2.4,.364,.360,1.0,1.1,.900,0.3,1.6,1.9,1.0,0.4,0.2,0.7,2.1,4.4,PHI,0.0,0.0,0.0,0.0,0.0,0.0,,95930.0
75,"Jr., Brown, Charlie",SG,23,OKC,9,1,16.9,1.4,4.8,.302,0.6,2.3,.238,0.9,2.4,.364,.360,1.0,1.1,.900,0.3,1.6,1.9,1.0,0.4,0.2,0.7,2.1,4.4,DAL,0.0,0.0,0.0,0.0,0.0,0.0,,95930.0
76,"Brown, Jaylen",SG,24,BOS,58,58,34.5,9.3,19.2,.484,2.8,7.1,.397,6.5,12.1,.536,.558,3.3,4.3,.764,1.2,4.8,6.0,3.4,1.2,0.6,2.7,2.9,24.7,BOS,24830357.0,26669643.0,28508929.0,0.0,0.0,0.0,1st Round pick,80008929.0
77,"Brown, Moses",C,21,OKC,43,32,21.4,3.4,6.2,.545,0.0,0.0,,3.4,6.2,.545,.545,1.8,2.9,.619,3.6,5.3,8.9,0.2,0.7,1.1,1.0,2.2,8.6,DAL,1701593.0,1846738.0,1997718.0,0.0,0.0,0.0,,0.0
78,"Brown, Sterling",SG,25,HOU,51,14,24.1,2.9,6.6,.448,1.8,4.2,.423,1.2,2.4,.492,.584,0.5,0.6,.806,0.7,3.6,4.4,1.4,0.7,0.2,0.8,1.9,8.2,DAL,3000000.0,3000000.0,0.0,0.0,0.0,0.0,Bi-Annual Exception,6000000.0
79,"Jr., Brown, Troy",SF,21,TOT,34,0,15.4,1.8,4.2,.431,0.6,2.1,.314,1.2,2.2,.541,.507,0.4,0.6,.714,0.6,2.5,3.1,0.9,0.3,0.2,0.6,1.4,4.7,CHI,5170564.0,0.0,0.0,0.0,0.0,0.0,1st Round Pick,5170564.0
80,"Jr., Brown, Troy",SF,21,WAS,21,0,13.7,1.6,4.2,.371,0.7,2.2,.304,0.9,2.0,.442,.449,0.5,0.7,.667,0.5,2.4,2.9,0.9,0.1,0.2,0.8,1.4,4.3,CHI,5170564.0,0.0,0.0,0.0,0.0,0.0,1st Round Pick,5170564.0
81,"Jr., Brown, Troy",SF,21,CHI,13,0,18.2,2.2,4.2,.527,0.6,1.8,.333,1.6,2.4,.677,.600,0.4,0.5,.833,0.7,2.7,3.4,0.8,0.5,0.2,0.4,1.5,5.5,CHI,5170564.0,0.0,0.0,0.0,0.0,0.0,1st Round Pick,5170564.0
82,"Brunson, Jalen",PG,24,DAL,68,12,25.0,4.8,9.2,.523,1.2,2.9,.405,3.6,6.3,.578,.588,1.8,2.2,.795,0.4,3.0,3.4,3.5,0.5,0.0,1.2,1.6,12.6,DAL,1802057.0,0.0,0.0,0.0,0.0,0.0,,0.0
83,"Bryant, Thomas",C,23,WAS,10,10,27.1,5.9,9.1,.648,0.9,2.1,.429,5.0,7.0,.714,.698,1.6,2.4,.667,1.8,4.3,6.1,1.5,0.4,0.8,1.1,3.1,14.3,WAS,8730159.0,0.0,0.0,0.0,0.0,0.0,Early Bird Rights,8730159.0
84,"Bullock, Reggie",SF,29,NYK,65,64,30.0,3.8,8.6,.442,2.5,6.1,.410,1.3,2.5,.521,.587,0.8,0.8,.909,0.2,3.2,3.4,1.5,0.8,0.2,0.7,2.2,10.9,DAL,9536000.0,10012800.0,10489600.0,0.0,0.0,0.0,MLE,25000000.0
85,"Burke, Trey",PG,28,DAL,62,1,14.7,2.4,5.7,.428,0.9,2.6,.354,1.5,3.0,.492,.510,0.8,0.9,.895,0.2,0.7,0.9,1.3,0.6,0.1,0.5,1.0,6.6,DAL,3333333.0,3492063.0,0.0,0.0,0.0,0.0,MLE,3333333.0
86,"Burks, Alec",SG,29,NYK,49,5,25.6,4.3,10.2,.420,2.1,5.0,.415,2.2,5.2,.425,.522,2.1,2.4,.856,0.4,4.2,4.6,2.2,0.6,0.3,1.0,2.1,12.7,NYK,9536000.0,10012800.0,10489600.0,0.0,0.0,0.0,Cap Space,19548800.0
87,"Butler, Jimmy",SF,31,MIA,52,52,33.6,7.0,14.2,.497,0.5,2.0,.245,6.6,12.2,.538,.514,6.9,8.0,.863,1.8,5.1,6.9,7.1,2.1,0.3,2.1,1.4,21.5,MIA,36016200.0,37653300.0,45183960.0,48798677.0,52413394.0,0.0,Sign and Trade,167652137.0
